symbol,sector,industry_group,industry,sub_industry,name,index
CCOI,Communication Services,,,Alternative Carriers,"Cogent Communications Holdings, Inc.",sp600
CCS,Consumer Discretionary,,,Homebuilding,"Century Communities, Inc.",sp600
CE,Materials,,,Specialty Chemicals,Celanese,sp600
CENT,Consumer Staples,,,Household Products,Central Garden & Pet Company,sp600
CENTA,Consumer Staples,,,Household Products,Central Garden & Pet Company (Class A),sp600
CENX,Materials,,,Aluminum,Century Aluminum Company,sp600
CERT,Health Care,,,Health Care Technology,"Certara, Inc.",sp600
CFFN,Financials,,,Regional Banks,Capitol Federal Savings Bank,sp600
CHCO,Financials,,,Regional Banks,City Holding Company,sp600
CHEF,Consumer Staples,,,Food Distributors,"Chefs' Warehouse, Inc.",sp600
CLB,Energy,,,Oil & Gas Equipment & Services,Core Laboratories,sp600
CLSK,Information Technology,,,Internet Services & Infrastructure,"CleanSpark, Inc.",sp600
CNK,Communication Services,,,Movies & Entertainment,"Cinemark Holdings, Inc.",sp600
CNMD,Health Care,,,Health Care Equipment,CONMED Corporation,sp600
CNR,Energy,,,Coal & Consumable Fuels,"Core Natural Resources, Inc.",sp600
CNS,Financials,,,Asset Management & Custody Banks,"Cohen & Steers, Inc.",sp600
CNXN,Information Technology,,,Technology Distributors,"PC Connection, Inc.",sp600
COCO,Consumer Staples,,,Soft Drinks & Non-alcoholic Beverages,The Vita Coco Company,sp600
COHU,Information Technology,,,Semiconductor Materials & Equipment,"Cohu, Inc.",sp600
COLL,Health Care,,,Pharmaceuticals,"Collegium Pharmaceutical, Inc.",sp600
CON,Health Care,,,Health Care Services,"Concentra Group Holdings Parent, Inc.",sp600
CORT,Health Care,,,Pharmaceuticals,Corcept Therapeutics Incorporated,sp600
CPF,Financials,,,Regional Banks,Central Pacific Financial Corp.,sp600
CPK,Utilities,,,Gas Utilities,Chesapeake Utilities Corp.,sp600
CPRX,Health Care,,,Biotechnology,"Catalyst Pharmaceuticals Partners, Inc.",sp600
CRC,Energy,,,Oil & Gas Exploration & Production,California Resources Corporation,sp600
CRGY,Energy,,,Oil & Gas Exploration & Production,Crescent Energy Company,sp600
CRI,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods","Carter's, Inc.",sp600
CRK,Energy,,,Oil & Gas Exploration & Production,"Comstock Resources, Inc.",sp600
CRSR,Information Technology,,,"Technology Hardware, Storage & Peripherals",Corsair Gaming,sp600
CRVL,Health Care,,,Health Care Services,CorVel Corporation,sp600
CSR,Real Estate,,,Multi-Family Residential REITs,Centerspace Trust,sp600
CSW,Industrials,,,Industrial Conglomerates,"CSW Industrials, Inc.",sp600
CTKB,Health Care,,,Health Care Equipment,"Cytek Biosciences, Inc.",sp600
CTS,Information Technology,,,Electronic Manufacturing Services,CTS Corporation,sp600
CUBI,Financials,,,Regional Banks,"Customers Bancorp, Inc.",sp600
CURB,Real Estate,,,Retail REITs,Curbline Properties Corp.,sp600
CVBF,Financials,,,Regional Banks,CVB Financial Corp.,sp600
CVCO,Consumer Discretionary,,,Homebuilding,"Cavco Industries, Inc.",sp600
CVI,Energy,,,Oil & Gas Refining & Marketing,"CVR Energy, Inc.",sp600
CVSA,Consumer Discretionary,,,Education Services,Covista Inc.,sp600
CWEN,Utilities,,,Renewable Electricity,"Clearway Energy, Inc. (Class C)",sp600
CWEN-A,Utilities,,,Renewable Electricity,"Clearway Energy, Inc. (Class A)",sp600
CWK,Real Estate,,,Real Estate Services,Cushman & Wakefield plc,sp600
CWST,Industrials,,,Environmental & Facilities Services,"Casella Waste Systems, Inc.",sp600
CWT,Utilities,,,Water Utilities,California Water Service Group,sp600
CXM,Information Technology,,,Application Software,"Sprinklr, Inc.",sp600
CXW,Industrials,,,Diversified Support Services,CoreCivic,sp600
CZR,Consumer Discretionary,,,Casinos & Gaming,Caesars Entertainment,sp600
DAN,Consumer Discretionary,,,Automotive Parts & Equipment,Dana Incorporated,sp600
DAVE,Financials,,,Consumer Finance,"Dave, Inc.",sp600
DBD,Information Technology,,,Electronic Equipment & Instruments,Diebold Nixdorf,sp600
DCH,Consumer Discretionary,,,Automotive Parts & Equipment,Dauch Corporation,sp600
DCOM,Financials,,,Regional Banks,"Dime Community Bancshares, Inc.",sp600
DEA,Real Estate,,,Office REITs,"Easterly Government Properties, Inc.",sp600
DEI,Real Estate,,,Office REITs,Douglas Emmett,sp600
DFH,Consumer Discretionary,,,Homebuilding,"Dream Finders Homes, Inc.",sp600
DFIN,Financials,,,Financial Exchanges & Data,"Donnelley Financial Solutions, Inc.",sp600
DGII,Information Technology,,,Communications Equipment,Digi International Inc.,sp600
DIOD,Information Technology,,,Semiconductors,Diodes Incorporated,sp600
DLX,Industrials,,,Commercial Printing,Deluxe Corporation,sp600
DNOW,Industrials,,,Trading Companies & Distributors,NOW Inc,sp600
DORM,Consumer Discretionary,,,Automotive Parts & Equipment,"Dorman Products, Inc.",sp600
DRH,Real Estate,,,Hotel & Resort REITs,DiamondRock Hospitality Company,sp600
DV,Communication Services,,,Advertising,"DoubleVerify Holdings, Inc.",sp600
DXC,Information Technology,,,IT Consulting & Other Services,DXC Technology,sp600
DXPE,Industrials,,,Trading Companies & Distributors,"DXP Enterprises, Inc.",sp600
EAT,Consumer Discretionary,,,Restaurants,"Brinker International, Inc.",sp600
ECG,Industrials,,,Construction & Engineering,"Everus Construction Group, Inc.",sp600
ECPG,Financials,,,Consumer Finance,"Encore Capital Group, Inc.",sp600
EFC,Financials,,,Specialized Finance,"Ellington Financial, Inc.",sp600
EFOR,Information Technology,,,IT Consulting & Other Services,Everforth Inc.,sp600
EGBN,Financials,,,Regional Banks,Eagle Bancorp Inc,sp600
EIG,Financials,,,Property & Casualty Insurance,"Employers Holdings, Inc.",sp600
EMBC,Health Care,,,Health Care Equipment,Embecta Corp.,sp600
EMN,Materials,,,Specialty Chemicals,Eastman Chemical Company,sp600
ENOV,Health Care,,,Health Care Equipment,Enovis,sp600
ENPH,Information Technology,,,Semiconductor Materials & Equipment,Enphase Energy,sp600
ENR,Consumer Staples,,,Household Products,Energizer,sp600
ENVA,Financials,,,Consumer Finance,"Enova International, Inc.",sp600
EPAC,Industrials,,,Industrial Machinery & Supplies & Components,Enerpac Tool Group,sp600
EPAM,Information Technology,,,IT Consulting & Other Services,EPAM Systems,sp600
EPC,Consumer Staples,,,Household Products,Edgewell Personal Care,sp600
EPRT,Real Estate,,,Diversified REITs,"Essential Properties Realty Trust, Inc.",sp600
ESE,Industrials,,,Industrial Machinery & Supplies & Components,ESCO Technologies Inc.,sp600
ESI,Materials,,,Specialty Chemicals,Element Solutions,sp600
ETD,Consumer Discretionary,,,Home Furnishings,"Ethan Allen Interiors, Inc.",sp600
ETSY,Consumer Discretionary,,,Broadline Retail,Etsy,sp600
EVTC,Financials,,,Transaction & Payment Processing Services,"EVERTEC, Inc.",sp600
EXTR,Information Technology,,,Communications Equipment,"Extreme Networks, Inc.",sp600
EYE,Consumer Discretionary,,,Specialty Stores,National Vision Holdings,sp600
EZPW,Financials,,,Consumer Finance,"EZCORP, Inc.",sp600
FA,Industrials,,,Human Resource & Employment Services,First Advantage Corporation,sp600
FBK,Financials,,,Regional Banks,FB Financial Corp.,sp600
FBNC,Financials,,,Regional Banks,First Bancorp (Southern Pines NC),sp600
FBP,Financials,,,Regional Banks,First BanCorp (Puerto Rico),sp600
FBRT,Real Estate,,,Mortgage REITs,"Franklin BSP Realty Trust, Inc.",sp600
FCF,Financials,,,Regional Banks,"First Commonwealth Financial, Corp.",sp600
FCPT,Real Estate,,,Other Specialized REITs,"Four Corners Property Trust, Inc.",sp600
FDP,Consumer Staples,,,Packaged Foods & Meats,"Fresh Del Monte Produce, Inc.",sp600
FELE,Industrials,,,Industrial Machinery & Supplies & Components,Franklin Electric,sp600
FFBC,Financials,,,Regional Banks,First Financial Bancorp,sp600
FG,Financials,,,Life & Health Insurance,"F&G Annuities & Life, Inc.",sp600
FHB,Financials,,,Regional Banks,"First Hawaiian, Inc.",sp600
FIBK,Financials,,,Regional Banks,"First Interstate BancSystem, Inc.",sp600
FIZZ,Consumer Staples,,,Soft Drinks & Non-alcoholic Beverages,National Beverage Corp.,sp600
FLO,Consumer Staples,,,Packaged Foods & Meats,Flowers Foods,sp600
FMC,Materials,,,Fertilizers & Agricultural Chemicals,FMC Corporation,sp600
FORM,Information Technology,,,Semiconductor Materials & Equipment,"FormFactor, Inc.",sp600
FOXF,Consumer Discretionary,,,Automotive Parts & Equipment,Fox Factory,sp600
FRPT,Consumer Staples,,,Packaged Foods & Meats,Freshpet,sp600
FSS,Industrials,,,Construction Machinery & Heavy Transportation Equipment,Federal Signal Corporation,sp600
FTDR,Consumer Discretionary,,,Specialized Consumer Services,"Frontdoor, Inc.",sp600
FTRE,Health Care,,,Biotechnology,Fortrea,sp600
FUL,Materials,,,Specialty Chemicals,H.B. Fuller Company,sp600
FULT,Financials,,,Regional Banks,Fulton Financial Corporation,sp600
FUN,Consumer Discretionary,,,Leisure Facilities,Six Flags,sp600
FWRD,Industrials,,,Air Freight & Logistics,Forward Air Corp.,sp600
GBX,Industrials,,,Construction Machinery & Heavy Transportation Equipment,"The Greenbrier Companies, Inc.",sp600
GDYN,Information Technology,,,IT Consulting & Other Services,"Grid Dynamics Holdings, Inc.",sp600
GEO,Industrials,,,Environmental & Facilities Services,"GEO Group, Inc.",sp600
GFF,Industrials,,,Building Products,Griffon Corporation,sp600
GIII,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods","G-III Apparel Group, Ltd.",sp600
GKOS,Health Care,,,Health Care Equipment,Glaukos Corp.,sp600
GNL,Real Estate,,,Diversified REITs,"Global Net Lease, Inc.",sp600
GNW,Financials,,,Multi-line Insurance,"Genworth Financial, Inc.",sp600
GO,Consumer Staples,,,Food Retail,Grocery Outlet,sp600
GOGO,Communication Services,,,Wireless Telecommunication Services,"Gogo, Inc.",sp600
GOLF,Consumer Discretionary,,,Leisure Products,Acushnet Company,sp600
GPI,Consumer Discretionary,,,Automotive Retail,"Group 1 Automotive, Inc.",sp600
GRBK,Consumer Discretionary,,,Homebuilding,"Green Brick Partners, Inc.",sp600
GSHD,Financials,,,Insurance Brokers,"Goosehead Insurance, Inc.",sp600
GTES,Industrials,,,Industrial Machinery & Supplies & Components,Gates Corporation,sp600
GTM,Communication Services,,,Interactive Media & Services,ZoomInfo,sp600
GTY,Real Estate,,,Retail REITs,Getty Realty Corp.,sp600
GVA,Industrials,,,Construction & Engineering,"Granite Construction, Inc.",sp600
HAFC,Financials,,,Regional Banks,Hanmi Financial Corporation,sp600
HASI,Financials,,,Specialized Finance,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",sp600
HAYW,Industrials,,,Electrical Components & Equipment,"Hayward Holdings, Inc.",sp600
HCC,Materials,,,Steel,"Warrior Met Coal, Inc.",sp600
HCI,Financials,,,Property & Casualty Insurance,"HCI Group, Inc.",sp600
HCSG,Industrials,,,Environmental & Facilities Services,"Healthcare Services Group, Inc.",sp600
HE,Utilities,,,Electric Utilities,"Hawaiian Electric Industries, Inc.",sp600
HFWA,Health Care,,,Regional Banks,Heritage Financial Corporation,sp600
HIW,Real Estate,,,Office REITs,Highwoods Properties,sp600
HLIT,Information Technology,,,Communications Equipment,Harmonic Inc.,sp600
HLX,Energy,,,Oil & Gas Equipment & Services,"Helix Energy Solutions Group, Inc.",sp600
HMN,Financials,,,Multi-line Insurance,Horace Mann Educators Corporation,sp600
HNI,Industrials,,,Office Services & Supplies,HNI Corporation,sp600
HOPE,Financials,,,Regional Banks,"Hope Bancorp, Inc.",sp600
HP,Energy,,,Oil & Gas Drilling,"Helmerich & Payne, Inc.",sp600
HRMY,Health Care,,,Biotechnology,"Harmony Biosciences Holdings, Inc.",sp600
HSTM,Health Care,,,Health Care Technology,"HealthStream, Inc.",sp600
HTH,Financials,,,Regional Banks,Hilltop Holdings Inc.,sp600
HTLD,Industrials,,,Cargo Ground Transportation,"Heartland Express, Inc.",sp600
HTO,Utilities,,,Water Utilities,H2O America,sp600
HTZ,Industrials,,,Passenger Ground Transportation,Hertz,sp600
HUBG,Industrials,,,Air Freight & Logistics,"Hub Group, Inc.",sp600
HWKN,Materials,,,Commodity Chemicals,"Hawkins, Inc.",sp600
HZO,Consumer Discretionary,,,Specialty Stores,"MarineMax, Inc.",sp600
IART,Health Care,,,Health Care Equipment,Integra Lifesciences Holdings,sp600
IBP,Consumer Discretionary,,,Homebuilding,"Installed Building Products, Inc.",sp600
ICHR,Information Technology,,,Semiconductor Materials & Equipment,"Ichor Holdings, Ltd.",sp600
ICUI,Health Care,,,Health Care Supplies,ICU Medical,sp600
IIIN,Industrials,,,Building Products,"Insteel Industries, Inc.",sp600
IIPR,Real Estate,,,Industrial REITs,"Innovative Industrial Properties, Inc.",sp600
INDB,Financials,,,Regional Banks,Independent Bank Corp.,sp600
INDV,Health Care,,,Pharmaceuticals,Indivior,sp600
INSP,Health Care,,,Health Care Equipment,"Inspire Medical Systems, Inc.",sp600
INSW,Energy,,,Oil & Gas Storage & Transportation,"International Seaways, Inc.",sp600
INVA,Health Care,,,Pharmaceuticals,"Innoviva, Inc.",sp600
INVX,Energy,,,Oil & Gas Equipment & Services,"Innovex International, Inc.",sp600
IOSP,Materials,,,Specialty Chemicals,"Innospec, Inc.",sp600
IPAR,Consumer Staples,,,Household Products,"Inter Parfums, Inc.",sp600
IRDM,Communication Services,,,Alternative Carriers,Iridium Communications,sp600
ITGR,Health Care,,,Health Care Equipment,Integer Holdings Corporation,sp600
ITRI,Information Technology,,,Electronic Equipment & Instruments,"Itron, Inc.",sp600
JBGS,Real Estate,,,Office REITs,JBG Smith,sp600
JBLU,Industrials,,,Passenger Airlines,JetBlue,sp600
JBSS,Consumer Staples,,,Packaged Foods & Meats,"John B. Sanfilippo & Son, Inc.",sp600
JBTM,Industrials,,,Industrial Machinery & Supplies & Components,JBT Marel Corporation,sp600
JJSF,Consumer Staples,,,Packaged Foods & Meats,J&J Snack Foods Corp.,sp600
JOE,Real Estate,,,Real Estate Development,St. Joe Company,sp600
JXN,Financials,,,Life & Health Insurance,"Jackson Financial, Inc.",sp600
KAI,Industrials,,,Industrial Machinery & Supplies & Components,Kadant Inc.,sp600
KALU,Materials,,,Aluminum,Kaiser Aluminum Corporation,sp600
OPLN,Industrials,,,Diversified Support Services,"OPENLANE, Inc.",sp600
KFY,Industrials,,,Human Resource & Employment Services,Korn/Ferry International,sp600
KGS,Energy,,,Oil & Gas Equipment & Services,"Kodiak Gas Services, Inc.",sp600
KLIC,Information Technology,,,Semiconductor Materials & Equipment,"Kulicke and Soffa Industries, Inc.",sp600
KMPR,Financials,,,Multi-line Insurance,Kemper Corporation,sp600
KMT,Industrials,,,Industrial Machinery & Supplies & Components,Kennametal,sp600
KMX,Consumer Discretionary,,,Automotive Retail,"CarMax, Inc.",sp600
KN,Information Technology,,,Electronic Components,Knowles Corporation,sp600
KNTK,Energy,,,Oil & Gas Storage & Transportation,"Kinetik Holdings, Inc.",sp600
KOP,Materials,,,Commodity Chemicals,"Koppers Holdings, Inc.",sp600
KRYS,Health Care,,,Biotechnology,"Krystal Biotech, Inc.",sp600
KSS,Consumer Discretionary,,,Broadline Retail,Kohl's Corp.,sp600
KTB,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods",Kontoor Brands,sp600
KWR,Materials,,,Specialty Chemicals,Quaker Chemical Corporation,sp600
LAUR,Consumer Discretionary,,,Education Services,"Laureate Education, Inc.",sp600
LBRT,Energy,,,Oil & Gas Equipment & Services,"Liberty Energy, Inc.",sp600
LCII,Consumer Discretionary,,,Automotive Parts & Equipment,LCI Industries,sp600
LEG,Consumer Discretionary,,,Home Furnishings,Leggett & Platt,sp600
LFST,Health Care,,,Health Care Services,Lifestance Health,sp600
LGIH,Consumer Discretionary,,,Homebuilding,LGI Homes,sp600
LIF,Information Technology,,,Application Software,Life360,sp600
LGND,Health Care,,,Biotechnology,"Ligand Pharmaceuticals, Inc.",sp600
LKFN,Financials,,,Regional Banks,Lakeland Financial,sp600
LKQ,Consumer Discretionary,,,Distributors,LKQ Corporation,sp600
LMAT,Health Care,,,Health Care Equipment,LeMaitre Vascular,sp600
LNC,Financials,,,Multi-line Insurance,Lincoln Financial,sp600
LNN,Materials,,,Agricultural & Farm Machinery,Lindsay Corporation,sp600
LPG,Energy,,,Oil & Gas Storage & Transportation,Dorian LPG Ltd.,sp600
LQDT,Industrials,,,Diversified Support Services,"Liquidity Services, Inc.",sp600
LRN,Consumer Discretionary,,,Education Services,"Stride, Inc.",sp600
LTC,Real Estate,,,Health Care REITs,"LTC Properties, Inc.",sp600
LTH,Consumer Discretionary,,,Leisure Facilities,"Life Time Group Holdings, Inc.",sp600
LUMN,Communication Services,,,Alternative Carriers,Lumen Technologies,sp600
LW,Consumer Staples,,,Packaged Foods & Meats,Lamb Weston,sp600
LXP,Real Estate,,,Diversified REITs,Lexington Realty Trust,sp600
LYFT,Industrials,,,Passenger Ground Transportation,"Lyft, Inc.",sp600
LZ,Industrials,,,Research & Consulting Services,"LegalZoom.com, Inc.",sp600
LZB,Consumer Discretionary,,,Home Furnishings,"La-Z-Boy, Inc.",sp600
MAC,Real Estate,,,Retail REITs,Macerich,sp600
MAN,Industrials,,,Human Resource & Employment Services,ManpowerGroup,sp600
MARA,Information Technology,,,Internet Services & Infrastructure,"MARA Holdings, Inc.",sp600
MATW,Consumer Discretionary,,,Specialized Consumer Services,Matthews International Corporation,sp600
MATX,Industrials,,,Marine Transportation,"Matson, Inc.",sp600
MBC,Industrials,,,Building Products,"MasterBrand, Inc.",sp600
MBIN,Financials,,,Regional Banks,Merchants Bancorp,sp600
MC,Financials,,,Investment Banking & Brokerage,Moelis & Company,sp600
MCRI,Consumer Discretionary,,,Casinos & Gaming,"Monarch Casino & Resort, Inc.",sp600
MCY,Financials,,,Property & Casualty Insurance,Mercury General,sp600
MD,Health Care,,,Health Care Services,Pediatrix Medical Group,sp600
MDU,Utilities,,,Multi-Utilities,"MDU Resources Group, Inc.",sp600
MGEE,Utilities,,,Electric Utilities,"MGE Energy, Inc.",sp600
MGY,Energy,,,Oil & Gas Exploration & Production,"Magnolia Oil & Gas, Corp.",sp600
MHK,Consumer Discretionary,,,Home Furnishings,Mohawk Industries,sp600
MHO,Consumer Discretionary,,,Homebuilding,"M/I Homes, Inc.",sp600
MIR,Information Technology,,,Electronic Equipment & Instruments,"Mirion Technologies, Inc.",sp600
MKTX,Financials,,,Financial Exchanges & Data,MarketAxess,sp600
MLKN,Industrials,,,Office Services & Supplies,"MillerKnoll, Inc.",sp600
MMI,Real Estate,,,Real Estate Services,"Marcus & Millichap, Inc.",sp600
MMSI,Health Care,,,Health Care Supplies,"Merit Medical Systems, Inc.",sp600
MNRO,Consumer Discretionary,,,Automotive Retail,"Monro, Inc.",sp600
MOH,Health Care,,,Managed Health Care,Molina Healthcare,sp600
MPT,Real Estate,,,Health Care REITs,Medical Properties Trust,sp600
MRCY,Industrials,,,Electrical Components & Equipment,Mercury Systems,sp600
MRP,Real Estate,,,Single-Family Residential REITs,"Millrose Properties, Inc.",sp600
MRTN,Industrials,,,Cargo Ground Transportation,"Marten Transport, Ltd.",sp600
MSEX,Utilities,,,Water Utilities,Middlesex Water Company,sp600
MSGS,Communication Services,,,Movies & Entertainment,Madison Square Garden Sports Corp.,sp600
MTCH,Communication Services,,,Interactive Media & Services,Match Group,sp600
MTH,Consumer Discretionary,,,Homebuilding,Meritage Homes Corporation,sp600
MTRN,Materials,,,Diversified Metals & Mining,Materion Corp.,sp600
MTUS,Materials,,,Steel,Metallus Inc,sp600
MTX,Materials,,,Specialty Chemicals,Minerals Technologies,sp600
MWA,Industrials,,,Industrial Machinery & Supplies & Components,Mueller Water Products,sp600
MXL,Information Technology,,,Semiconductors,"MaxLinear, Inc.",sp600
MYRG,Industrials,,,Construction & Engineering,"MYR Group, Inc.",sp600
NABL,Information Technology,,,Systems Software,"N-able, Inc.",sp600
NATL,Financials,,,Transaction & Payment Processing Services,NCR Atleos,sp600
NAVI,Financials,,,Consumer Finance,Navient,sp600
NBHC,Financials,,,Regional Banks,National Bank Holdings Corporation,sp600
NBTB,Financials,,,Regional Banks,"NBT Bancorp, Inc.",sp600
NE,Energy,,,Oil & Gas Drilling,Noble Corporation,sp600
NEO,Health Care,,,Health Care Services,"NeoGenomics Laboratories, Inc.",sp600
NEOG,Health Care,,,Health Care Supplies,Neogen,sp600
NGVT,Materials,,,Specialty Chemicals,"Ingevity, Corp.",sp600
NHC,Health Care,,,Health Care Facilities,"National Healthcare, Corp.",sp600
NMIH,Financials,,,Commercial & Residential Mortgage Finance,"NMI Holdings, Inc.",sp600
NOG,Energy,,,Oil & Gas Exploration & Production,"Northern Oil and Gas, Inc.",sp600
NPK,Industrials,,,Aerospace & Defense,"National Presto Industries, Inc.",sp600
NPO,Industrials,,,Industrial Machinery & Supplies & Components,"EnPro Industries, Inc.",sp600
NSIT,Industrials,,,Technology Distributors,"Insight Enterprises, Inc.",sp600
NSP,Industrials,,,Human Resource & Employment Services,Insperity,sp600
NSSC,Information Technology,,,Electronic Equipment & Instruments,Napco Security Technologies,sp600
NTCT,Information Technology,,,Communications Equipment,"NETSCOUT Systems, Inc.",sp600
NWBI,Financials,,,Regional Banks,"Northwest Bancshares, Inc.",sp600
NWL,Consumer Discretionary,,,Housewares & Specialties,Newell Brands,sp600
NWN,Utilities,,,Gas Utilities,NW Natural,sp600
NX,Industrials,,,Building Products,Quanex Building Products Corporation,sp600
NXRT,Real Estate,,,Multi-Family Residential REITs,"NexPoint Residential Trust, Inc.",sp600
OFG,Financials,,,Regional Banks,OFG Bancorp,sp600
OGN,Health Care,,,Pharmaceuticals,Organon & Co.,sp600
OI,Materials,,,"Metal, Glass & Plastic Containers","O-I Glass, Inc.",sp600
OII,Energy,,,Oil & Gas Equipment & Services,"Oceaneering International, Inc.",sp600
OMCL,Health Care,,,Health Care Technology,Omnicell,sp600
OSIS,Information Technology,,,Electronic Equipment & Instruments,"OSI Systems, Inc.",sp600
OSW,Consumer Discretionary,,,Leisure Facilities,OneSpaWorld Holdings Limited,sp600
OTTR,Utilities,,,Electric Utilities,Otter Tail Corporation,sp600
OUT,Real Estate,,,Other Specialized REITs,Outfront Media,sp600
OXM,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods","Oxford Industries, Inc.",sp600
PAHC,Health Care,,,Pharmaceuticals,Phibro Animal Health,sp600
PARR,Energy,,,Oil & Gas Refining & Marketing,"Par Pacific Holdings, Inc.",sp600
PAYC,Industrials,,,Human Resource & Employment Services,Paycom,sp600
PAYO,Financials,,,Transaction & Payment Processing Services,Payoneer Global Inc.,sp600
PATK,Consumer Discretionary,,,Automotive Parts & Equipment,"Patrick Industries, Inc.",sp600
PBH,Health Care,,,Pharmaceuticals,Prestige Consumer Healthcare,sp600
PBI,Industrials,,,Office Services & Supplies,"Pitney Bowes, Inc.",sp600
PCRX,Health Care,,,Pharmaceuticals,"Pacira BioSciences, Inc.",sp600
PDFS,Information Technology,,,Semiconductor Materials & Equipment,"PDF Solutions, Inc.",sp600
PEB,Real Estate,,,Hotel & Resort REITs,Pebblebrook Hotel Trust,sp600
PECO,Real Estate,,,Retail REITs,Phillips Edison & Company,sp600
PENG,Information Technology,,,Semiconductors,"Penguin Solutions, Inc.",sp600
PENN,Consumer Discretionary,,,Casinos & Gaming,Penn Entertainment,sp600
PFBC,Financials,,,Regional Banks,Preferred Bank,sp600
PFS,Financials,,,Regional Banks,"Provident Financial Services, Inc.",sp600
PGNY,Health Care,,,Health Care Services,Progyny,sp600
PHIN,Consumer Discretionary,,,Automotive Retail,"PHINIA, Inc.",sp600
PI,Information Technology,,,Electronic Equipment & Instruments,"Impinj, Inc.",sp600
PIPR,Financials,,,Investment Banking & Brokerage,Piper Sandler Companies,sp600
PJT,Financials,,,Investment Banking & Brokerage,"PJT Partners, Inc.",sp600
PLAB,Information Technology,,,Semiconductor Materials & Equipment,"Photronics, Inc.",sp600
PLMR,Financials,,,Property & Casualty Insurance,"Palomar Holdings, Inc.",sp600
PLUS,Information Technology,,,Technology Distributors,"ePlus, Inc.",sp600
PLXS,Information Technology,,,Electronic Manufacturing Services,Plexus Corp.,sp600
PMT,Real Estate,,,Mortgage REITs,PennyMac Mortgage Investment Trust,sp600
POWI,Information Technology,,,Semiconductors,Power Integrations,sp600
POWL,Industrials,,,Electrical Components & Equipment,"Powell Industries, Inc.",sp600
PPLI,Communication Services,,,Interactive Media & Services,People Inc.,sp600
PRA,Financials,,,Property & Casualty Insurance,ProAssurance Corporation,sp600
PRAA,Financials,,,Consumer Finance,"PRA Group, Inc.",sp600
PRDO,Consumer Discretionary,,,Education Services,Perdoceo Education Corp.,sp600
PRG,Financials,,,Consumer Finance,"PROG Holdings, Inc.",sp600
PRGO,Health Care,,,Pharmaceuticals,Perrigo,sp600
PRGS,Information Technology,,,Systems Software,Progress Software Corporation,sp600
PRIM,Industrials,,,Construction & Engineering,Primoris Services Corporation,sp600
PRK,Financials,,,Regional Banks,Park National Corp.,sp600
PRKS,Consumer Discretionary,,,Leisure Facilities,United Parks & Resorts,sp600
PRLB,Industrials,,,Industrial Machinery & Supplies & Components,Protolabs,sp600
PRSU,Consumer Discretionary,,,"Hotels, Resorts & Cruise Lines","Pursuit Attractions & Hospitality, Inc.",sp600
PRVA,Health Care,,,Health Care Services,"Privia Health Group, Inc.",sp600
PSMT,Consumer Staples,,,Consumer Staples Merchandise Retail,PriceSmart,sp600
PTCT,Health Care,,,Pharmaceuticals,"PTC Therapeutics, Inc.",sp600
PTEN,Energy,,,Oil & Gas Drilling,"Patterson-UTI Energy, Inc.",sp600
PTGX,Health Care,,,Biotechnology,"Protagonist Therapeutics, Inc.",sp600
PTON,Consumer Discretionary,,,Leisure Products,"Peloton Interactive, Inc.",sp600
PZZA,Consumer Discretionary,,,Restaurants,Papa John's Pizza,sp600
QDEL,Health Care,,,Health Care Supplies,QuidelOrtho,sp600
QNST,Communication Services,,,Interactive Media & Services,"QuinStreet, Inc.",sp600
QRVO,Information Technology,,,Semiconductors,Qorvo,sp600
QTWO,Information Technology,,,Application Software,"Q2 Holdings, Inc.",sp600
RAMP,Information Technology,,,Application Software,"LiveRamp Holdings, Inc.",sp600
RAL,Information Technology,,,Electronic Equipment & Instruments,Ralliant Corp,sp600
RCUS,Health Care,,,Biotechnology,"Arcus Biosciences, Inc.",sp600
RDN,Financials,,,Property & Casualty Insurance,"Radian Group, Inc.",sp600
RDNT,Health Care,,,Health Care Services,"RadNet, Inc.",sp600
RELY,Financials,,,Transaction & Payment Processing Services,Remitly,sp600
RES,Energy,,,Oil & Gas Equipment & Services,"RPC, Inc.",sp600
REYN,Consumer Staples,,,Household Products,Reynolds Consumer Products,sp600
REX,Energy,,,Oil & Gas Refining & Marketing,REX American Resources Corporation,sp600
REZI,Industrials,,,Trading Companies & Distributors,"Resideo Technologies, Inc.",sp600
RHI,Industrials,,,Human Resource & Employment Services,Robert Half,sp600
RHP,Real Estate,,,Hotel & Resort REITs,Ryman Hospitality Properties,sp600
RITM,Financials,,,Mortgage REITs,Rithm Capital,sp600
RNG,Information Technology,,,Application Software,"RingCentral, Inc.",sp600
RNST,Financials,,,Regional Banks,Renasant Corp.,sp600
ROCK,Industrials,,,Building Products,"Gibraltar Industries, Inc.",sp600
ROG,Information Technology,,,Electronic Components,Rogers Corporation,sp600
RRR,Consumer Discretionary,,,Casinos & Gaming,"Red Rock Resorts, Inc.",sp600
RUN,Industrials,,,Building Products,Sunrun,sp600
RUSHA,Industrials,,,Construction Machinery & Heavy Transportation Equipment,Rush Enterprises,sp600
RWT,Real Estate,,,Mortgage REITs,"Redwood Trust, Inc.",sp600
